Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Sales growth 5Years,Profit growth 5Years,Average return on equity 5Years,Price to book value,Return on equity,Debt to equity,Sales growth 3Years,Profit growth 3Years,Pledged percentage,Historical PE 5Years,Cash from operations last year,Cash from operations preceding year,Days Receivable Outstanding,Interest Coverage Ratio,OPM,OPM last year,OPM preceding year,OPM latest quarter,OPM preceding quarter,OPM 5Year,OPM preceding year quarter,Dividend Payout Ratio,Dividend Payout
Anmol India,542437,ANMOL,INE02AR01019,Consumable Fuels,Trading - Coal,10.08,4.98,57.37,0.00,6.00,4.90,455.72,-21.07,8.79,15.46,2.54,17.21,0.48,9.98,1.66,0.15,-15.40,38.28,11.44,15.57,-139.54,23.69,2.25,1.45,1.35,1.25,2.17,0.91,1.73,1.76,0.00,0.00
Anna Infrastruct,530799,,INE336D01014,Finance,Non Banking Financial Company (NBFC),28.99,19.00,11.02,0.00,0.11,175.00,0.17,112.50,8.43,13.71,18.35,3.75,0.97,5.89,0.00,19.33,41.38,0.00,19.03,4.20,-1.11,0.00,113.00,45.77,45.83,30.65,11.76,-350.00,35.97,-37.50,0.00,0.00
Annapurna Swadi.,,ANNAPURNA,INE0MGM01017,Food Products,Packaged Foods,140.20,9.06,305.92,0.00,9.81,50.00,126.76,17.49,12.63,,,,0.93,9.69,0.69,48.23,62.20,87.44,29.37,-20.76,-15.87,63.35,3.59,13.92,13.92,11.60,16.21,14.46,,15.83,0.00,0.00
Annu Projects,544893,ANNU,INE103001017,Construction,Civil Construction,68.23,13.55,446.86,0.00,,,,,28.63,,,21.21,,23.79,0.34,23.23,65.63,0.00,10.41,-0.25,-35.45,353.40,11.10,20.93,20.93,18.12,,,16.97,,0.00,0.00
Annvrridhhi Ven,538539,,INE075K01013,Agricultural Food & other Products,Other Agricultural Products,8.49,16.57,13.75,0.00,-0.16,40.74,31.92,51.93,5.83,357.19,65.15,-4.03,7.44,4.99,0.69,815.86,,0.00,509.75,-17.71,-1.49,107.27,2.00,1.37,1.30,1.36,0.03,3.28,-2.39,-1.05,0.00,0.00
Anondita Medi.,,ANONDITA,INE0VTV01012,Personal Products,Personal Care,1109.55,63.17,2113.11,0.00,21.27,85.87,83.32,82.76,43.60,,,,16.31,40.03,0.26,,,0.00,63.01,10.64,-10.47,137.74,14.25,36.87,36.87,33.37,37.76,35.49,,,0.00,0.00
ANS Industries,531406,,INE234J01018,Beverages,Other Beverages,31.63,20.05,29.28,0.00,-1.01,-461.11,0.00,,-11.43,,22.63,-15.01,5.53,55.01,0.29,,52.72,0.00,5.62,-0.16,-1.14,,,,,,,,,,0.00,0.00
Ansal Buildwell,523007,ANSALBU,INE030C01015,Realty,"Residential, Commercial Projects",80.68,13.00,59.54,1.24,5.06,292.25,17.37,77.61,4.40,-11.15,-34.40,5.37,0.46,0.62,0.38,7.34,31.78,0.00,7.18,1.18,-3.84,4.43,1.93,14.91,14.28,29.14,23.37,5.49,18.30,27.30,0.00,0.00
Ansal Housing,507828,,INE880B01015,Realty,"Residential, Commercial Projects",5.21,,36.28,0.00,-3.12,-201.77,46.70,-44.27,-5.05,14.88,6.95,-10.01,0.36,-22.04,2.94,10.96,,0.00,26.17,90.23,132.72,163.14,-32.54,-3.06,-0.96,5.25,3.90,-29.69,8.51,16.29,0.00,0.00
Ansal Properties,500013,ANSALAPI,INE436A01026,Realty,"Residential, Commercial Projects",3.31,,52.10,0.00,30.16,-121.82,16.77,-92.08,,-3.70,,,,,,5.08,,72.38,32.75,-20.45,66.99,112.33,-723.83,-790.28,-194.44,3.76,-20.04,-6.70,-58.11,8.62,0.00,0.00
Antarctica,,ANTGRAPHIC,INE414B01021,Industrial Products,Packaging,0.73,10.39,11.32,0.00,0.55,-20.29,40.41,709.82,6.51,125.45,129.74,0.50,0.66,7.71,0.54,352.28,145.52,0.00,9.69,-4.08,-2.29,142.67,,1.27,2.65,3.23,1.46,-1.12,2.47,20.24,0.00,0.00
Antelopus Selan,530075,ANTELOPUS,INE818A01017,Oil,Oil Exploration & Production,957.15,24.01,3365.57,0.00,54.32,450.71,131.04,158.82,21.22,41.70,92.96,11.62,5.13,15.93,0.01,33.22,42.68,0.00,25.32,120.60,125.75,87.96,302.89,62.27,56.87,52.57,70.18,56.51,49.54,52.99,0.00,0.00
Anthem Bioscienc,544449,ANTHEM,INE0CZ201020,Pharmaceuticals & Biotechnology,Biotechnology,934.05,88.67,52607.41,0.21,119.94,-11.67,418.22,-22.58,30.37,14.00,17.48,23.40,17.24,22.28,0.02,26.20,20.82,0.00,76.62,844.49,270.55,101.47,131.79,39.60,39.26,36.40,36.00,43.74,39.17,35.45,18.98,18.98
Antony Waste han,543254,AWHCL,INE01BK01022,Other Utilities,Waste Management,370.80,18.01,1052.55,0.13,0.74,-95.73,260.99,5.52,11.22,17.76,11.00,13.43,1.42,10.86,0.62,7.23,3.34,0.23,18.41,142.54,188.20,111.63,1.99,17.58,19.58,20.94,14.25,19.93,20.00,22.26,1.88,1.88
Anubhav Plast,544800,,INE1O7201010,Industrial Products,Iron & Steel Products,48.00,7.61,52.80,0.00,,,,,27.99,,,,,44.40,2.09,7.83,109.02,0.00,5.88,-1.62,1.89,15.47,3.50,12.93,12.93,13.01,,,,,0.00,0.00
Anuh Pharma,506260,ANUHPHR,INE489G01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,81.10,18.41,812.82,1.85,11.42,37.59,193.81,3.93,14.94,12.30,10.05,13.94,2.31,10.71,0.00,13.52,3.31,0.00,18.39,-3.01,37.12,112.87,223.96,8.62,8.06,9.30,8.40,9.84,9.66,5.52,36.62,36.62
Anupam Finserv,530109,,INE069B01023,Finance,Non Banking Financial Company (NBFC),1.85,16.18,35.11,0.00,0.56,64.71,1.70,46.55,8.16,13.38,8.95,6.43,1.15,6.62,0.30,28.27,26.64,0.00,45.75,-3.63,-12.47,1.37,6.73,61.42,60.49,56.64,63.53,52.67,67.61,50.86,0.00,0.00
Anupam Rasayan,543275,ANURAS,INE930P01018,Chemicals & Petrochemicals,Specialty Chemicals,1238.70,80.72,14102.58,0.06,51.22,13.51,654.98,34.82,7.36,23.88,19.29,5.94,4.23,5.50,0.56,13.87,-2.02,21.79,69.91,334.33,-30.13,148.04,2.61,22.21,22.19,27.90,24.79,21.59,25.69,25.58,10.04,10.04
Anuroop Packagin,542865,,INE490Z01012,Industrial Products,Packaging,10.82,4.46,11.96,0.00,0.36,-50.00,1.96,-38.75,11.15,2.18,15.40,12.87,0.31,8.51,0.33,-10.43,4.93,0.00,7.33,1.07,1.41,146.84,3.99,38.56,35.44,37.42,43.88,27.70,26.12,26.88,0.00,0.00
Anya Polytech &,,ANYA,INE0SI601032,Fertilizers & Agrochemicals,Fertilizers,15.30,21.86,183.60,0.00,2.37,1312.50,79.72,31.68,10.18,,,13.33,1.90,9.08,0.85,15.52,21.27,0.00,26.02,11.56,-51.37,75.01,2.44,9.46,9.46,16.10,5.93,12.32,11.16,,0.00,0.00
Anzen IYEP Trust,543655,ANZEN,INE0MIZ23019,Power,Power - Transmission,129.00,99.45,3298.77,12.30,54.03,354.35,288.12,160.84,3.28,,,,1.62,-0.20,2.48,69.63,23.88,0.00,113.48,424.84,240.01,29.03,1.17,79.94,82.58,86.72,80.21,75.47,,89.44,-11049.25,-11049.25
Apana Logistics,,,INE1ET101019,,,,33.78,105.06,,,,,,24.80,,,,,23.67,0.56,,,,,8.21,2.56,69.29,5.19,28.73,28.73,23.63,,,,,0.00,0.00
Apar Inds.,532259,APARINDS,INE372A01015,Electrical Equipment,Other Electrical Equipment,17421.00,60.52,72945.80,0.34,467.45,77.80,6591.06,29.13,31.81,29.09,44.46,22.42,12.97,20.26,0.18,16.90,16.29,0.00,28.65,967.58,1291.33,85.01,4.40,8.90,8.39,8.61,11.49,7.51,8.53,8.86,24.67,24.67
Apcotex Industri,523694,APCOTEXIND,INE116A01032,Industrial Products,Rubber,635.50,20.46,3294.75,1.26,78.94,312.00,525.63,39.88,19.80,21.67,17.92,17.19,5.31,17.09,0.16,10.10,-2.37,0.00,30.09,203.44,84.72,61.91,22.88,16.08,12.31,8.96,22.28,13.75,11.92,10.28,40.90,40.90
Apeejay Surrend.,544111,PARKHOTELS,INE988S01028,Leisure Services,Hotels & Resorts,112.18,37.20,2393.63,0.45,11.49,-17.04,166.78,8.12,9.43,31.65,25.43,5.36,1.78,5.09,0.28,11.48,11.46,0.00,41.08,181.51,157.62,21.38,4.45,30.57,30.83,32.39,28.10,28.85,30.75,29.43,24.36,24.36
Apex Ecotech,,APEXECO,INE0T4V01015,Other Utilities,Water Supply & Management,278.20,21.55,366.81,0.00,14.45,106.13,116.08,135.70,41.17,66.26,64.90,32.80,5.80,31.09,0.02,62.61,69.10,0.00,17.12,6.77,-14.08,41.15,253.89,14.65,14.65,15.71,16.16,9.21,14.02,,0.00,0.00
Apex Frozen Food,540692,APEX,INE346W01013,Food Products,Seafood,375.15,23.67,1172.34,0.67,21.67,138.13,256.53,-0.63,10.45,2.61,-2.58,5.48,2.22,7.60,0.01,-4.54,3.12,0.00,36.53,95.78,54.29,42.54,23.57,7.32,5.97,3.10,11.79,7.61,6.39,5.99,20.11,20.11
Apis India,506166,,INE070K01014,Food Products,Other Food Products,52.72,28.68,726.23,0.00,10.35,27.31,97.89,8.57,14.59,7.47,32.12,15.96,3.65,13.62,0.34,5.56,12.11,0.00,31.91,14.14,5.86,122.18,8.43,9.16,9.16,10.18,7.80,9.33,8.72,12.00,0.00,0.00
APL Apollo Tubes,533758,APLAPOLLO,INE702C01027,Industrial Products,Iron & Steel Products,2250.00,50.83,62473.14,0.38,263.11,10.94,5606.71,8.45,31.75,22.11,27.37,23.42,11.80,25.41,0.09,12.60,23.41,0.00,52.14,2103.19,1219.03,5.55,13.21,7.98,7.83,5.80,7.34,8.15,6.77,7.20,19.62,19.62
Aplab,517096,,INE273A01015,Electrical Equipment,Other Electrical Equipment,73.28,,165.02,0.00,-2.52,-396.47,9.61,-37.80,14.83,1.97,53.19,,9.19,16.52,0.94,4.32,2.08,0.00,24.65,13.56,1.89,53.90,0.63,-2.51,5.13,-12.53,-26.64,-12.68,4.64,11.26,0.00,0.00
APM Industries,523537,,INE170D01025,Textiles & Apparels,Other Textile Products,58.04,43.25,125.43,0.00,4.44,816.13,64.41,-10.97,1.08,2.70,,4.55,0.75,-1.55,0.08,-9.15,,0.00,7.70,13.95,24.72,10.55,7.52,3.74,2.83,1.55,4.80,1.76,6.05,1.29,0.00,0.00
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),414.85,19.38,154.85,0.00,3.35,45.02,8.47,62.57,11.57,6.41,1.24,15.55,2.08,6.16,0.23,-22.45,-24.37,0.00,25.49,27.58,-25.41,0.00,6.87,59.72,54.59,42.33,59.15,41.97,32.71,38.58,0.00,0.00
Apollo Hospitals,508869,APOLLOHOSP,INE437A01024,Healthcare Services,Hospital,8650.00,59.12,124373.73,0.23,610.40,34.17,7043.50,20.56,17.45,19.03,76.23,16.95,13.12,21.15,0.90,14.94,32.17,2.49,79.82,2855.70,2136.40,50.42,7.27,15.17,14.98,13.92,15.51,15.31,13.83,14.58,14.81,14.81
Apollo Ingredie.,503639,,INE314N01028,Commercial Services & Supplies,Diversified Commercial Services,68.96,32.90,71.72,0.00,1.22,1455.56,5.27,841.07,22.86,1.36,27.59,9.74,10.26,17.17,0.00,,129.85,0.00,58.42,0.09,-0.12,42.46,,23.70,18.78,3.91,24.48,9.90,9.52,-16.07,0.00,0.00
Apollo Micro Sys,540879,APOLLO,INE713T01028,Aerospace & Defense,Aerospace & Defense,388.90,119.12,14451.50,0.06,25.21,45.38,251.29,88.12,14.47,34.81,61.59,8.94,10.58,11.76,0.41,44.85,75.64,30.51,69.53,-129.76,10.24,194.27,4.63,22.60,24.12,22.99,21.38,23.07,22.74,30.65,7.91,7.91
Apollo Pipes,531761,APOLLOPIPE,INE126J01016,Industrial Products,Plastic Products - Industrial,605.10,,2665.36,0.12,-11.12,-205.28,295.43,7.43,1.23,,,,3.25,-0.88,0.15,,,0.00,71.67,35.19,28.67,34.20,-0.10,4.34,6.08,8.22,1.03,5.20,,7.52,41.17,41.17
Apollo Sindoori,,APOLSINHOT,INE451F01024,Leisure Services,Hotels & Resorts,1218.10,32.72,316.75,0.21,1.76,-74.68,178.26,28.91,10.93,30.21,4.34,8.88,2.02,7.75,0.58,19.84,4.69,0.00,32.81,40.11,21.33,64.86,2.93,4.56,4.64,3.54,3.53,4.60,4.49,3.60,7.43,7.43
Apollo Techno,544671,,INE0X4A01013,Industrial Manufacturing,Industrial Products,93.05,11.53,127.38,0.00,6.84,-15.74,61.99,24.23,19.27,18.82,148.14,30.73,1.63,21.34,0.31,15.45,136.06,0.00,9.08,-29.83,15.18,110.28,6.60,12.89,12.89,18.07,12.13,13.87,11.06,,0.00,0.00
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,429.55,12.79,27280.76,1.40,348.87,0.09,7397.79,12.76,13.86,10.35,23.63,9.99,1.63,13.07,0.22,5.04,26.26,0.01,19.48,3667.37,1823.14,40.91,7.22,14.14,14.65,13.76,11.73,14.57,14.47,13.23,27.77,27.77
Apoorva Leasing,539545,APOORVA,INE217S01014,Finance,Other Financial Services,25.50,169.80,50.94,0.00,0.00,-100.00,0.12,-40.00,0.23,-24.57,-37.26,1.34,0.34,0.22,0.00,-35.67,-46.24,0.00,30.55,13.15,13.33,97.33,,13.39,15.56,39.20,-8.33,-4.17,56.35,15.00,0.00,0.00
Aprameya Enginee,,APRAMEYA,INE0LQG01010,Healthcare Equipment & Supplies,Medical Equipment & Supplies,116.50,44.01,221.82,0.00,-1.72,-109.64,12.61,-90.03,12.64,16.12,42.43,23.64,3.20,7.54,0.10,-11.17,-2.57,0.00,26.13,31.48,-10.64,367.87,2.97,19.01,19.01,17.98,-4.76,26.15,16.45,,0.00,0.00
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,611.30,98.10,736.73,0.00,4.24,41.81,16.99,78.47,31.78,,,,15.07,25.26,0.09,43.51,93.91,0.00,49.94,7.04,1.63,47.99,39.15,37.39,37.39,49.78,39.38,34.95,,,0.00,0.00
Apt Packaging,506979,,INE046E01025,Industrial Products,Packaging,69.29,23.87,81.86,0.00,1.82,18100.00,10.74,125.63,9.21,6.26,20.53,,4.93,24.92,0.39,16.55,41.64,0.00,110.29,1.20,0.47,94.58,9.39,16.02,13.07,9.12,20.11,16.62,3.82,7.14,0.00,0.00
Aptech,532475,APTECHT,INE266F01018,Other Consumer Services,Education,89.13,19.91,516.98,5.05,7.65,11.35,133.75,11.06,15.41,33.67,15.55,16.52,2.08,10.10,0.05,3.25,-28.01,0.00,28.41,23.63,20.10,48.70,23.05,6.44,6.31,6.34,6.81,2.63,10.61,6.09,0.00,0.00
Aptus Pharma,544529,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,320.45,118.95,549.57,0.00,2.87,60.34,32.20,117.57,29.96,,,,23.60,30.47,0.31,49.62,189.71,0.00,54.93,-5.60,-1.84,147.07,8.96,16.00,16.00,19.75,13.98,20.38,,,0.00,0.00
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,258.85,13.17,12963.99,1.74,260.94,19.01,600.29,15.38,15.41,27.94,28.71,17.80,2.56,20.11,1.56,26.10,23.30,0.00,25.00,-489.26,-1404.91,0.00,2.91,82.40,83.07,84.58,81.94,82.33,83.38,84.42,23.90,23.90
Aqylon Nexus,530943,AQYLON,INE416A01051,Entertainment,TV Broadcasting & Software Production,22.46,802.65,569.88,0.00,4.26,331.52,8.47,28133.33,131.18,,13.84,,,,,,23.78,96.64,3980.50,6.60,5.85,79.91,3.20,28.33,4.09,9.15,57.97,2.58,,-2300.00,0.00,0.00
Arabian Petrol.,,ARABIAN,INE08NJ01024,Petroleum Products,Lubricants,86.25,8.34,93.94,0.00,5.21,3.37,200.25,36.98,18.41,27.84,31.35,19.94,1.35,17.64,0.68,15.66,32.60,0.00,10.91,-15.43,12.46,60.37,5.33,4.67,4.67,5.75,4.20,5.21,4.85,,0.00,0.00
Aravali Sec,512344,,INE068C01015,Commercial Services & Supplies,Trading & Distributors,4.00,,6.06,0.00,-0.07,0.00,0.00,,4.49,-51.43,,,,,,-15.66,12.86,0.00,6.09,0.14,0.09,0.00,0.43,,-2533.33,-3950.00,,,-18.48,,0.00,0.00
ARC Finance,540135,,INE202R01026,Finance,Other Financial Services,0.49,56.18,42.70,0.00,0.17,30.77,1.84,127.16,1.28,46.31,31.95,1.50,0.43,0.73,0.14,59.52,29.70,0.00,47.00,0.87,-40.34,0.65,3.74,5.84,5.87,27.38,15.76,19.50,11.14,29.63,0.00,0.00
ARC Insulation,,ARCIIL,INE0YDV01010,Industrial Products,Other Industrial Products,36.95,20.46,38.05,0.00,1.00,,10.85,,6.50,25.03,57.82,24.46,0.63,4.36,0.00,-4.52,-11.02,0.00,6.75,-2.42,0.34,167.02,16.50,15.00,15.00,38.84,14.29,15.77,25.95,,0.00,0.00
Arcee Industries,520121,,INE276D01012,Industrial Products,Plastic Products - Industrial,12.64,,6.50,0.00,-0.31,-181.82,0.00,,-13.18,-60.55,,-9.54,2.06,-10.78,0.08,-83.27,19.41,0.00,32.23,-0.42,0.02,255.50,,-533.33,-270.00,-206.67,,,-3.44,,0.00,0.00
Archean Chemical,543657,ACI,INE128X01021,Chemicals & Petrochemicals,Specialty Chemicals,504.20,64.29,6224.77,0.50,30.36,-23.66,327.20,11.92,7.41,,,18.03,3.22,5.42,0.24,-9.14,-35.27,24.49,32.33,139.63,176.23,42.97,6.16,20.43,22.09,30.22,20.56,14.52,35.15,26.71,28.88,28.88
Archidply Decor,543231,ADL,INE0CHO01012,Consumer Durables,Plywood Boards/ Laminates,72.00,801.60,40.08,0.00,-0.25,-78.57,11.05,-0.09,2.70,7.78,17.14,0.48,0.79,0.30,0.37,-2.43,-40.99,0.00,164.94,2.45,2.11,134.48,0.99,3.39,4.30,5.68,-0.09,4.14,5.73,3.80,,
Archidply Inds.,532994,ARCHIDPLY,INE877I01016,Consumer Durables,Plywood Boards/ Laminates,104.89,15.10,208.36,0.00,5.62,885.96,189.01,27.84,10.20,,,5.69,1.86,8.23,1.63,17.13,-10.22,0.00,16.55,34.12,-23.36,81.51,2.09,6.69,6.31,3.98,7.36,6.63,5.45,5.82,0.00,0.00
Archies,532212,ARCHIES,INE731A01020,Consumer Durables,Leisure Products,12.90,,43.58,0.00,-1.38,-560.00,7.90,-42.50,-0.53,0.37,,-1.45,0.35,-3.37,0.35,-13.23,,0.00,38.30,3.67,7.67,33.51,-0.85,-0.78,-3.19,10.41,-3.16,-34.31,6.98,-11.94,0.00,0.00
Archit Organosys,524640,,INE078I01011,Chemicals & Petrochemicals,Commodity Chemicals,62.14,17.14,127.52,1.61,1.45,-28.92,37.08,11.69,13.41,8.32,9.00,10.45,1.67,11.04,0.33,3.32,-6.49,0.00,15.03,2.68,18.52,63.57,5.68,10.80,11.65,10.33,9.09,13.40,11.29,12.47,25.55,25.55
ARCL Organics,543993,ARCL,INE372M01010,Chemicals & Petrochemicals,Commodity Chemicals,225.00,18.81,180.00,0.00,9.12,128.57,66.95,-0.58,17.05,25.73,-7.79,17.24,2.19,6.71,0.86,18.16,-22.84,0.00,15.68,-3.78,5.35,55.59,5.48,12.44,9.05,9.50,23.35,10.86,9.89,9.61,0.00,0.00
Ardee Industries,544860,ARDEE,INE0XNF01022,Diversified Metals,Diversified Metals,55.66,20.38,1754.41,0.00,19.90,5.96,338.81,35.19,49.08,,,,,80.93,1.25,41.54,114.84,0.00,17.82,29.83,7.84,7.75,5.72,12.63,12.63,8.88,9.90,11.13,,13.44,0.00,0.00
Arex Industries,526851,,INE480H01011,Textiles & Apparels,Other Textile Products,125.70,15.08,45.24,1.99,8.81,608.00,14.28,26.71,7.70,3.96,27.62,7.72,1.63,5.39,0.38,3.31,31.73,0.00,23.31,7.58,8.91,50.22,5.79,16.92,14.59,15.94,23.53,11.31,16.97,15.08,60.81,60.81
Arfin India,539151,ARFIN,INE784R01023,Non - Ferrous Metals,Aluminium,87.24,91.37,1471.93,0.13,3.53,246.08,207.96,91.23,13.96,15.54,34.79,9.38,8.74,8.34,0.77,4.72,9.77,0.00,59.69,29.87,-21.20,19.42,2.28,6.37,6.94,5.90,4.48,7.54,5.63,6.00,13.64,13.64
Arham Tech,,ARHAM,INE0L2Y01011,Consumer Durables,Consumer Electronics,213.95,38.25,466.67,0.00,6.31,35.99,72.94,94.77,19.80,,,,4.73,18.80,0.26,,,0.00,26.50,-39.75,1.70,177.28,7.74,16.05,16.05,18.14,14.51,18.54,,,0.00,0.00
Aries Agro,532935,ARIES,INE298I01015,Fertilizers & Agrochemicals,Fertilizers,500.10,13.62,650.35,0.30,14.84,48.65,187.59,16.41,21.20,14.56,19.02,9.80,1.94,13.74,0.17,16.82,35.69,0.00,12.40,86.08,105.26,44.75,4.70,12.08,11.80,10.89,14.46,0.17,10.96,13.54,7.58,7.58
Arigato Universe,530267,,INE021N01011,Industrial Manufacturing,Industrial Products,56.19,12.97,34.25,0.00,0.40,671.43,4.18,,20.40,137.31,69.97,-1.34,3.45,27.01,0.00,347.10,256.74,0.00,148.86,-6.44,-6.73,61.26,3.52,6.10,4.83,-53.36,11.00,4.20,-7.50,,0.00,0.00
Arih.Found.Hsg.,531381,ARIHANT,INE413D01011,Realty,"Residential, Commercial Projects",953.15,13.90,949.87,0.00,24.09,47.34,134.24,62.56,17.47,49.40,50.83,11.86,2.56,17.29,1.08,87.01,80.85,0.00,14.70,78.64,-86.06,65.77,5.42,20.91,23.17,31.18,27.05,7.51,21.93,26.50,0.00,0.00
Arihant Academy,,ARIHANTACA,INE0NCC01015,Other Consumer Services,Education,498.25,32.83,301.70,0.20,2.05,4.59,19.83,14.96,42.73,35.13,51.81,21.44,8.99,31.09,0.00,39.99,66.32,0.00,38.57,10.39,5.91,41.60,1247.00,21.74,22.24,13.78,15.73,33.48,16.05,13.68,13.30,13.30
Arihant Capital,511605,ARIHANTCAP,INE420B01036,Capital Markets,Stockbroking & Allied,79.69,21.82,873.50,0.63,21.49,69.21,77.91,53.46,11.00,12.14,-1.73,15.83,1.98,7.69,0.54,14.38,3.22,0.00,15.35,-121.92,30.08,174.36,3.16,34.78,32.26,38.42,45.40,16.17,39.44,39.98,17.42,17.42
Arihant Super.,506194,ARIHANTSUP,INE643K01018,Realty,"Residential, Commercial Projects",229.50,24.86,992.59,0.11,9.78,-38.53,131.59,8.79,10.55,15.32,32.73,20.88,2.73,13.69,2.41,12.26,2.56,0.00,21.38,-70.78,-177.84,66.54,1.80,20.79,22.97,20.90,20.94,16.72,21.35,30.51,2.35,2.35
Arihant's Secur.,531017,,INE190D01015,Commercial Services & Supplies,Diversified Commercial Services,19.53,44.41,9.77,0.00,0.09,-10.00,0.29,-3.33,0.83,14.13,2.83,2.27,0.27,0.62,0.00,-14.97,-25.67,0.00,10.33,-0.12,-0.14,92.25,,31.11,34.07,51.16,37.93,,49.07,46.67,0.00,0.00
Aris Interna.,531677,,INE588E01026,IT - Software,Computers - Software & Consulting,397.15,,59.57,0.00,0.04,100.00,0.08,-33.33,-39.19,23.36,,,175.21,-59.79,1.26,-17.79,5.42,0.00,70.19,0.01,-0.41,675.25,,-158.82,-145.00,10.00,50.00,,-63.08,16.67,0.00,0.00
Arisinfra Solu.,544419,ARIS,INE0H9P01028,Other Construction Materials,Other Construction Materials,128.56,15.92,1051.54,0.00,20.04,306.31,290.81,37.12,15.57,,,1.72,1.42,11.22,0.10,12.68,79.98,0.00,28.39,141.99,-21.28,140.19,5.38,9.86,9.43,6.30,10.51,8.87,4.29,8.56,0.00,0.00
Aristo Bio-Tech,,ARISTO,INE082101010,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,103.00,9.77,70.12,0.49,3.01,714.29,107.26,3.18,19.54,16.86,46.06,13.87,1.58,17.55,0.80,18.69,26.35,0.00,16.12,8.44,10.02,54.92,3.49,4.41,4.41,2.92,7.60,3.08,3.66,,5.69,5.69
Aritas Vinyl,544683,,INE1D8001016,Consumer Durables,Leather And Leather Products,13.01,5.39,25.61,0.00,1.87,-13.43,51.73,3.13,11.65,,,19.68,0.47,12.59,0.56,25.40,68.66,0.00,5.22,-14.26,8.66,98.68,3.18,9.00,9.00,8.71,7.27,10.80,7.82,,0.00,0.00
Arkade,544261,ARKADE,INE0QRL01017,Realty,"Residential, Commercial Projects",125.22,13.08,2324.88,0.80,19.08,-33.66,146.97,-7.83,18.92,50.51,53.32,27.10,2.64,20.30,0.11,54.78,52.76,0.00,18.23,-119.29,-217.72,10.75,200.98,22.70,23.17,30.17,18.91,19.20,26.28,21.48,345.09,345.09
Arman Financial,531179,ARMANFIN,INE109C01017,Finance,Non Banking Financial Company (NBFC),2069.30,18.70,2175.82,0.00,45.17,409.81,201.78,33.63,11.74,27.06,39.75,14.44,2.33,6.26,1.90,15.07,-15.50,0.00,18.88,-476.40,492.82,0.00,1.67,52.37,44.04,42.57,60.40,54.24,56.55,27.48,0.00,0.00
Arman Holdings,538556,,INE510P01018,Finance,Investment Company,119.55,37.30,62.29,0.00,0.70,7100.00,14.22,4209.09,18.65,17.86,,3.11,8.49,13.95,0.00,-4.97,262.16,0.00,510.35,1.15,-0.02,117.58,,12.66,35.57,-0.27,6.61,46.93,6.90,-3.03,0.00,0.00
Armour Security,,ARMOUR,INE0TZX01019,Commercial Services & Supplies,Diversified Commercial Services,18.00,5.72,30.37,0.00,2.41,61.74,27.40,48.75,22.83,,,23.42,0.65,16.29,0.02,17.73,32.94,0.00,6.13,-0.82,0.23,109.08,12.86,17.37,17.37,14.11,14.20,21.85,12.08,,0.00,0.00
Arnold Holdings,537069,,INE185K01036,Finance,Non Banking Financial Company (NBFC),14.79,8.37,35.16,0.00,3.51,9.35,70.81,59.30,9.50,35.23,49.59,8.10,0.54,7.08,1.32,1.19,7.78,0.00,10.38,22.78,-11.64,0.95,1.93,6.67,8.61,6.27,9.52,-3.92,7.73,13.97,0.00,0.00
Aro Granite Inds,513729,AROGRANITE,INE210C01013,Consumer Durables,Granites & Marbles,24.55,,37.56,0.00,-7.45,-12516.67,20.62,-23.74,0.57,-16.31,,-1.62,0.22,-7.46,0.87,-23.43,,0.00,12.33,16.73,33.01,112.11,-0.32,-10.06,2.04,5.19,-12.90,-24.22,11.91,20.67,0.00,0.00
Arrow Greentech,516064,ARROWGREEN,INE570D01018,Industrial Products,Packaging,814.10,19.24,1228.31,0.61,27.43,151.19,87.84,111.15,29.62,30.79,49.43,21.43,5.24,21.17,0.01,22.61,53.88,0.00,20.76,43.04,67.57,62.33,218.43,34.96,32.35,36.42,40.90,24.82,29.48,34.25,15.93,15.93
Arrowhead Sepera,544025,,INE0PP401015,Industrial Manufacturing,Industrial Products,77.00,110.85,14.41,0.00,-0.03,90.00,14.32,20.13,3.40,20.61,15.69,8.26,0.86,0.78,0.32,2.73,-49.68,0.00,16.34,-0.13,-3.84,102.85,1.47,3.31,3.31,5.47,2.16,5.02,8.88,,0.00,0.00
Arshiya,506074,ARSHIYA,INE968D01022,Transport Services,Logistics Solution Provider,0.73,,19.23,0.00,-0.06,-101.15,4.50,0.00,,-42.54,,,,,,-37.73,16.12,100.00,5.43,-5.60,-17.35,292.98,-5.00,27.05,-62.27,-352.51,29.78,-4.22,-33.96,62.44,0.00,0.00
